Date,Firm,Strategist,Stock Allocation %,2002 Close
2002-09-20,Morgan Stanley,Steve Galbraith,70.0,1200.0
2002-09-20,Prudential,Ed Yardeni,70.0,900.0
2002-09-20,Salomon SB,Committee,75.0,1000.0
2002-09-20,UBS,Ed Kerschner,90.0,989.0
2002-09-20,Wachovia,Rod Smyth,75.0,1000.0
2002-09-27,Bank of America,Thomas McManus,65.0,1000.0
2002-09-27,Bear Stearns,,65.0,
2002-09-27,CIBC,Subodh Kumar,75.0,1250.0
2002-09-27,CSFB,Thomas Galvin,70.0,1140.0
2002-09-27,Deutsche Bank,Pascal Costantini,,950.0
2002-09-27,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-09-27,JPMorgan,,50.0,950.0
2002-09-27,Lehman,Jeffrey Applegate,80.0,1075.0
2002-09-27,Merrill Lynch,Richard Bernstein,50.0,960.0
2002-09-27,Morgan Stanley,Steve Galbraith,70.0,
2002-09-27,Prudential,Ed Yardeni,70.0,900.0
2002-09-27,Salomon SB,Committee,75.0,1000.0
2002-09-27,UBS,Ed Kerschner,89.0,
2002-09-27,Wachovia,Rod Smyth,75.0,1000.0
2002-10-04,Bank of America,Thomas McManus,65.0,1000.0
2002-10-04,Bear Stearns,,65.0,
2002-10-04,CIBC,Subodh Kumar,75.0,1000.0
2002-10-04,CSFB,Thomas Galvin,70.0,1140.0
2002-10-04,Deutsche Bank,Pascal Costantini,,950.0
2002-10-04,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-10-04,JPMorgan,Carlos Asilis,50.0,
2002-10-04,Lehman,Jeffrey Applegate,80.0,1075.0
2002-10-04,Merrill Lynch,Richard Bernstein,50.0,
2002-10-04,Morgan Stanley,Steve Galbraith,70.0,
2002-10-04,Prudential,Ed Yardeni,70.0,900.0
2002-10-04,Salomon SB,Committee,75.0,1000.0
2002-10-04,UBS,Ed Kerschner,90.0,
2002-10-04,Wachovia,Rod Smyth,75.0,1000.0
2002-10-11,Bank of America,Thomas McManus,65.0,
2002-10-11,Bear Stearns,,65.0,
2002-10-11,CIBC,Subodh Kumar,75.0,1000.0
2002-10-11,CSFB,Thomas Galvin,70.0,1140.0
2002-10-11,Deutsche Bank,Pascal Costantini,,950.0
2002-10-11,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-10-11,JPMorgan,Carlos Asilis,50.0,
2002-10-11,Lehman,Jeffrey Applegate,80.0,1075.0
2002-10-11,Merrill Lynch,Richard Bernstein,50.0,
2002-10-11,Morgan Stanley,Steve Galbraith,70.0,
2002-10-11,Prudential,Ed Yardeni,70.0,900.0
2002-10-11,Salomon SB,Committee,75.0,1000.0
2002-10-11,UBS,Ed Kerschner,90.0,
2002-10-11,Wachovia,Rod Smyth,75.0,1000.0
2002-10-18,Bank of America,Thomas McManus,70.0,
2002-10-18,Bear Stearns,,65.0,
2002-10-18,CIBC,Subodh Kumar,75.0,
2002-10-18,CSFB,Thomas Galvin,70.0,1140.0
2002-10-18,Deutsche Bank,Pascal Costantini,,950.0
2002-10-18,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-10-18,JPMorgan,Carlos Asilis,50.0,
2002-10-18,Lehman,Jeffrey Applegate,80.0,1075.0
2002-10-18,Merrill Lynch,Richard Bernstein,50.0,
2002-10-18,Morgan Stanley,Steve Galbraith,70.0,
2002-10-18,Prudential,Ed Yardeni,70.0,900.0
2002-10-18,Salomon SB,Committee,75.0,1000.0
2002-10-18,UBS,Ed Kerschner,89.0,
2002-10-18,Wachovia,Rod Smyth,75.0,1000.0
2002-10-25,Bank of America,Thomas McManus,70.0,
2002-10-25,Bear Stearns,,65.0,
2002-10-25,CIBC,Subodh Kumar,75.0,
2002-10-25,CSFB,,70.0,1140.0
2002-10-25,Deutsche Bank,Pascal Costantini,,950.0
2002-10-25,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-10-25,JPMorgan,Carlos Asilis,50.0,
2002-10-25,Lehman,Jeffrey Applegate,80.0,1075.0
2002-10-25,Merrill Lynch,Richard Bernstein,50.0,
2002-10-25,Morgan Stanley,Steve Galbraith,70.0,
2002-10-25,Prudential,Ed Yardeni,70.0,900.0
2002-10-25,Salomon SB,Committee,60.0,1000.0
2002-10-25,UBS,Ed Kerschner,89.0,
2002-10-25,Wachovia,Rod Smyth,75.0,1000.0
2002-11-08,Bank of America,Thomas McManus,70.0,
2002-11-08,Bear Stearns,,65.0,
2002-11-08,CIBC,Subodh Kumar,75.0,
2002-11-08,CSFB,Patrick Jilek,,
2002-11-08,Deutsche Bank,Pascal Costantini,,950.0
2002-11-08,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-11-08,JPMorgan,Carlos Asilis,50.0,
2002-11-08,Lehman,Jeffrey Applegate,80.0,1075.0
2002-11-08,Merrill Lynch,Richard Bernstein,50.0,
2002-11-08,Morgan Stanley,Steve Galbraith,70.0,
2002-11-08,Prudential,Ed Yardeni,65.0,900.0
2002-11-08,Salomon SB,Committee,60.0,1000.0
2002-11-08,UBS,Ed Kerschner,89.0,
2002-11-08,Wachovia,Rod Smyth,75.0,1000.0
2002-11-15,Bank of America,Thomas McManus,70.0,
2002-11-15,Bear Stearns,,65.0,
2002-11-15,CIBC,Subodh Kumar,75.0,
2002-11-15,CSFB,Patrick Jilek,,
2002-11-15,Deutsche Bank,Pascal Costantini,,950.0
2002-11-15,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-11-15,JPMorgan,Carlos Asilis,50.0,
2002-11-15,Lehman,,80.0,1075.0
2002-11-15,Merrill Lynch,Richard Bernstein,50.0,
2002-11-15,Morgan Stanley,Steve Galbraith,70.0,
2002-11-15,Prudential,Ed Yardeni,65.0,900.0
2002-11-15,Salomon SB,Committee,60.0,1000.0
2002-11-15,UBS,Ed Kerschner,89.0,
2002-11-15,Wachovia,Rod Smyth,75.0,1000.0
2002-11-22,Bank of America,Thomas McManus,70.0,
2002-11-22,Bear Stearns,,65.0,
2002-11-22,CIBC,Subodh Kumar,75.0,
2002-11-22,CSFB,Patrick Jilek,,
2002-11-22,Deutsche Bank,Pascal Costantini,,950.0
2002-11-22,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-11-22,JPMorgan,Carlos Asilis,50.0,
2002-11-22,Lehman,,,
2002-11-22,Merrill Lynch,Richard Bernstein,50.0,
2002-11-22,Morgan Stanley,Steve Galbraith,70.0,
2002-11-22,Prudential,Ed Yardeni,65.0,900.0
2002-11-22,Salomon SB,Committee,60.0,1000.0
2002-11-22,UBS,Ed Kerschner,88.0,
2002-11-22,Wachovia,Rod Smyth,75.0,1000.0
2002-11-29,Bank of America,Thomas McManus,70.0,
2002-11-29,Bear Stearns,,65.0,
2002-11-29,CIBC,Subodh Kumar,75.0,
2002-11-29,CSFB,Patrick Jilek,,
2002-11-29,Deutsche Bank,Pascal Costantini,,950.0
2002-11-29,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-11-29,JPMorgan,Carlos Asilis,50.0,
2002-11-29,Lehman,,,
2002-11-29,Merrill Lynch,Richard Bernstein,50.0,
2002-11-29,Morgan Stanley,Steve Galbraith,70.0,
2002-11-29,Prudential,Ed Yardeni,65.0,900.0
2002-11-29,Salomon SB,Committee,60.0,1000.0
2002-11-29,UBS,Ed Kerschner,88.0,
2002-11-29,Wachovia,Rod Smyth,75.0,1000.0
2002-12-06,Bank of America,Thomas McManus,70.0,
2002-12-06,Bear Stearns,Francois Trahan,65.0,
2002-12-06,CIBC,Subodh Kumar,75.0,
2002-12-06,CSFB,Patrick Jilek,,
2002-12-06,Deutsche Bank,Pascal Costantini,,950.0
2002-12-06,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-12-06,JPMorgan,Carlos Asilis,50.0,
2002-12-06,Lehman,,,
2002-12-06,Merrill Lynch,Richard Bernstein,45.0,
2002-12-06,Morgan Stanley,Steve Galbraith,70.0,
2002-12-06,Prudential,Ed Yardeni,65.0,900.0
2002-12-06,Salomon SB,Committee,60.0,1000.0
2002-12-06,UBS,Ed Kerschner,89.0,
2002-12-06,Wachovia,Rod Smyth,75.0,1000.0
2002-12-13,Bank of America,Thomas McManus,70.0,
2002-12-13,Bear Stearns,Francois Trahan,65.0,
2002-12-13,CIBC,Subodh Kumar,75.0,
2002-12-13,CSFB,Patrick Jilek,,
2002-12-13,Deutsche Bank,Pascal Costantini,,
2002-12-13,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-12-13,JPMorgan,Carlos Asilis,50.0,
2002-12-13,Lehman,,,
2002-12-13,Merrill Lynch,Richard Bernstein,45.0,
2002-12-13,Morgan Stanley,Steve Galbraith,70.0,
2002-12-13,Prudential,Ed Yardeni,65.0,
2002-12-13,Salomon SB,Committee,60.0,
2002-12-13,UBS,Ed Kerschner,89.0,
2002-12-13,Wachovia,Rod Smyth,75.0,
2002-12-20,Bank of America,Thomas McManus,70.0,
2002-12-20,Bear Stearns,Francois Trahan,65.0,
2002-12-20,CIBC,Subodh Kumar,75.0,
2002-12-20,CSFB,Patrick Jilek,,
2002-12-20,Deutsche Bank,Pascal Costantini,,
2002-12-20,Goldman Sachs,Abby Joseph Cohen,75.0,
2002-12-20,JPMorgan,Carlos Asilis,50.0,
2002-12-20,Lehman,,,
2002-12-20,Merrill Lynch,Richard Bernstein,45.0,
2002-12-20,Morgan Stanley,Steve Galbraith,70.0,
2002-12-20,Prudential,Ed Yardeni,65.0,
2002-12-20,Salomon SB,Committee,60.0,
2002-12-20,UBS,Ed Kerschner,89.0,
2002-12-20,Wachovia,Rod Smyth,75.0,
