Author,Date,Firm,Strategist,Stock Allocation %,2006 Close,2007 Close
Muhammad Younis,2006-01-30,ISI Group,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-01-30,JPMorgan,A. Chakrabortti,55.0,1125.0,
Muhammad Younis,2006-01-30,Lehman,Henry Dickson,65.0,1400.0,
Muhammad Younis,2006-01-30,Merrill Lynch,R. Bernstein,40.0,1260.0,
Muhammad Younis,2006-01-30,Morgan Stanley,Henry McVey,65.0,1400.0,
Muhammad Younis,2006-01-30,Prudential,Edward Keon,100.0,1530.0,
Muhammad Younis,2006-01-30,UBS,,52.5,1400.0,
Muhammad Younis,2006-01-30,Wachovia,Rod Smyth,72.0,1350.0,
Muhammad Younis,2006-02-07,Bank of America,Thomas McManus,55.0,,
Muhammad Younis,2006-02-07,Bear Stearns,Francois Trahan,50.0,1350.0,
Muhammad Younis,2006-02-07,CIBC,Subodh Kumar,69.0,1300.0,
Muhammad Younis,2006-02-07,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-02-07,Deutsche Bank,James Barty,65.0,1360.0,
Muhammad Younis,2006-02-07,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-02-07,ISI Group,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-02-07,JPMorgan,A. Chakrabortti,55.0,1125.0,
Muhammad Younis,2006-02-07,Lehman,Henry Dickson,65.0,1400.0,
Muhammad Younis,2006-02-07,Merrill Lynch,R. Bernstein,40.0,,
Muhammad Younis,2006-02-07,Morgan Stanley,Henry McVey,65.0,1400.0,
Muhammad Younis,2006-02-07,Prudential,Edward Keon,55.0,1350.0,
Muhammad Younis,2006-02-07,UBS,,52.5,1400.0,
Muhammad Younis,2006-02-07,Wachovia,Rod Smyth,70.0,1350.0,
Muhammad Younis,2006-02-21,Bank of America,Thomas McManus,55.0,,
Muhammad Younis,2006-02-21,Bear Stearns,Francois Trahan,50.0,1350.0,
Muhammad Younis,2006-02-21,CIBC,Subodh Kumar,69.0,1300.0,
Muhammad Younis,2006-02-21,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-02-21,Deutsche Bank,James Barty,65.0,1375.0,
Muhammad Younis,2006-02-21,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-02-21,ISI Group,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-02-21,JPMorgan,A. Chakrabortti,55.0,1125.0,
Muhammad Younis,2006-02-21,Lehman,Henry Dickson,65.0,1400.0,
Muhammad Younis,2006-02-21,Merrill Lynch,R. Bernstein,40.0,,
Muhammad Younis,2006-02-21,Morgan Stanley,Henry McVey,65.0,1400.0,
Muhammad Younis,2006-02-21,Prudential,Edward Keon,55.0,1350.0,
Muhammad Younis,2006-02-21,UBS,,52.5,1400.0,
Muhammad Younis,2006-02-21,Wachovia,Rod Smyth,70.0,1350.0,
Muhammad Younis,2006-03-06,Bank of America,Thomas McManus,55.0,,
Muhammad Younis,2006-03-06,Bear Stearns,Francois Trahan,50.0,1350.0,
Muhammad Younis,2006-03-06,CIBC,Subodh Kumar,69.0,1300.0,
Muhammad Younis,2006-03-06,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-03-06,Deutsche Bank,James Barty,65.0,1375.0,
Muhammad Younis,2006-03-06,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-03-06,ISI Group,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-03-06,JPMorgan,A. Chakrabortti,55.0,1125.0,
Muhammad Younis,2006-03-06,Lehman,Henry Dickson,70.0,1400.0,
Muhammad Younis,2006-03-06,Merrill Lynch,R. Bernstein,40.0,,
Muhammad Younis,2006-03-06,Morgan Stanley,Henry McVey,65.0,1400.0,
Muhammad Younis,2006-03-06,Prudential,Edward Keon,55.0,1350.0,
Muhammad Younis,2006-03-06,UBS,,52.5,1400.0,
Muhammad Younis,2006-03-06,Wachovia,Rod Smyth,70.0,1350.0,
Muhammad Younis,2006-03-14,Bank of America,Thomas McManus,55.0,,
Muhammad Younis,2006-03-14,Bear Stearns,Francois Trahan,50.0,1350.0,
Muhammad Younis,2006-03-14,CIBC,Subodh Kumar,69.0,1300.0,
Muhammad Younis,2006-03-14,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-03-14,Deutsche Bank,James Barty,65.0,1375.0,
Muhammad Younis,2006-03-14,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-03-14,ISI Group,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-03-14,JPMorgan,A. Chakrabortti,55.0,1125.0,
Muhammad Younis,2006-03-14,Lehman,Henry Dickson,70.0,1400.0,
Muhammad Younis,2006-03-14,Merrill Lynch,R. Bernstein,40.0,,
Muhammad Younis,2006-03-14,Morgan Stanley,Henry McVey,65.0,1400.0,
Muhammad Younis,2006-03-14,Prudential,Edward Keon,55.0,1350.0,
Muhammad Younis,2006-03-14,UBS,,52.5,1400.0,
Muhammad Younis,2006-03-14,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-04-10,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-04-10,Bear Stearns,Francois Trahan,50.0,1350.0,
Rodney Yap,2006-04-10,CIBC,Subodh Kumar,65.0,1300.0,
Rodney Yap,2006-04-10,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-04-10,Deutsche Bank,James Barty,65.0,1375.0,
Rodney Yap,2006-04-10,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-04-10,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-04-10,JPMorgan,A. Chakrabortti,55.0,1125.0,
Rodney Yap,2006-04-10,Lehman,Henry Dickson,70.0,1400.0,
Rodney Yap,2006-04-10,Merrill Lynch,R. Bernstein,40.0,,
Rodney Yap,2006-04-10,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-04-10,Prudential,Edward Keon,55.0,1350.0,
Rodney Yap,2006-04-10,UBS,,52.5,1400.0,
Rodney Yap,2006-04-10,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-04-18,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-04-18,Bear Stearns,Francois Trahan,50.0,1350.0,
Rodney Yap,2006-04-18,CIBC,Subodh Kumar,65.0,1300.0,
Rodney Yap,2006-04-18,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-04-18,Deutsche Bank,James Barty,65.0,1375.0,
Rodney Yap,2006-04-18,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-04-18,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-04-18,JPMorgan,A. Chakrabortti,55.0,1125.0,
Rodney Yap,2006-04-18,Lehman,Henry Dickson,70.0,1400.0,
Rodney Yap,2006-04-18,Merrill Lynch,R. Bernstein,40.0,,
Rodney Yap,2006-04-18,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-04-18,Prudential,Edward Keon,60.0,1350.0,
Rodney Yap,2006-04-18,UBS,,52.5,1400.0,
Rodney Yap,2006-04-18,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-04-24,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-04-24,Bear Stearns,Francois Trahan,50.0,1350.0,
Rodney Yap,2006-04-24,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-04-24,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-04-24,Deutsche Bank,James Barty,65.0,1375.0,
Rodney Yap,2006-04-24,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-04-24,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-04-24,JPMorgan,A. Chakrabortti,55.0,1125.0,
Rodney Yap,2006-04-24,Lehman,Henry Dickson,70.0,1400.0,
Rodney Yap,2006-04-24,Merrill Lynch,R. Bernstein,40.0,,
Rodney Yap,2006-04-24,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-04-24,Prudential,Edward Keon,65.0,1410.0,
Rodney Yap,2006-04-24,UBS,,52.5,1400.0,
Rodney Yap,2006-04-24,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-05-08,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-05-08,Bear Stearns,Francois Trahan,50.0,1350.0,
Rodney Yap,2006-05-08,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-05-08,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-05-08,Deutsche Bank,James Barty,65.0,1375.0,
Rodney Yap,2006-05-08,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-05-08,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-05-08,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-05-08,Lehman,Henry Dickson,70.0,1400.0,
Rodney Yap,2006-05-08,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-05-08,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-05-08,Prudential,Edward Keon,70.0,1410.0,
Rodney Yap,2006-05-08,UBS,,53.0,1400.0,
Rodney Yap,2006-05-08,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-06-05,Bank of America,Thomas McManus,60.0,,
Rodney Yap,2006-06-05,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-06-05,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-06-05,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-06-05,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-06-05,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-06-05,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-06-05,Lehman,Henry Dickson,70.0,1400.0,
Rodney Yap,2006-06-05,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-06-05,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-06-05,Prudential,Edward Keon,70.0,1410.0,
Rodney Yap,2006-06-05,UBS,,53.0,1400.0,
Rodney Yap,2006-06-05,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-06-12,Bank of America,Thomas McManus,60.0,,
Rodney Yap,2006-06-12,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-06-12,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-06-12,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-06-12,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-06-12,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-06-12,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-06-12,Lehman,Henry Dickson,70.0,1400.0,
Rodney Yap,2006-06-12,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-06-12,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-06-12,Prudential,Edward Keon,75.0,1410.0,
Rodney Yap,2006-06-12,UBS,,53.0,1400.0,
Rodney Yap,2006-06-12,Wachovia,Rod Smyth,72.0,1350.0,
Phillip Cruz,2006-06-26,Bank of America,Thomas McManus,60.0,,
Phillip Cruz,2006-06-26,Bear Stearns,Francois Trahan,50.0,1200.0,
Phillip Cruz,2006-06-26,CIBC,Subodh Kumar,61.0,1300.0,
Phillip Cruz,2006-06-26,Citigroup,Committee,60.0,1400.0,
Phillip Cruz,2006-06-26,Goldman Sachs,Abby Cohen,75.0,1400.0,
Phillip Cruz,2006-06-26,ISI Group,Jason Trennert,75.0,1400.0,
Phillip Cruz,2006-06-26,JPMorgan,A. Chakrabortti,55.0,1190.0,
Phillip Cruz,2006-06-26,Lehman,,70.0,1400.0,
Phillip Cruz,2006-06-26,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2006-06-26,Morgan Stanley,Henry McVey,65.0,1400.0,
Phillip Cruz,2006-06-26,Prudential,Edward Keon,75.0,1410.0,
Phillip Cruz,2006-06-26,UBS,,50.0,1400.0,
Phillip Cruz,2006-06-26,Wachovia,Rod Smyth,74.0,1350.0,
Rodney Yap,2006-07-10,Bank of America,Thomas McManus,60.0,,
Rodney Yap,2006-07-10,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-07-10,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-07-10,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-07-10,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-07-10,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-07-10,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-07-10,Lehman,,70.0,1400.0,
Rodney Yap,2006-07-10,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-07-10,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-07-10,Prudential,Edward Keon,75.0,1410.0,
Rodney Yap,2006-07-10,UBS,,50.0,1400.0,
Rodney Yap,2006-07-10,Wachovia,Rod Smyth,74.0,1350.0,
Rodney Yap,2006-07-17,Bank of America,Thomas McManus,60.0,,
Rodney Yap,2006-07-17,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-07-17,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-07-17,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-07-17,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-07-17,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-07-17,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-07-17,Lehman,,70.0,1400.0,
Rodney Yap,2006-07-17,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-07-17,Morgan Stanley,Henry McVey,65.0,1400.0,
Rodney Yap,2006-07-17,Prudential,Edward Keon,75.0,1410.0,
Rodney Yap,2006-07-17,UBS,,50.0,1400.0,
Rodney Yap,2006-07-17,Wachovia,Rod Smyth,74.0,1350.0,
Rodney Yap,2006-07-24,Bank of America,Thomas McManus,60.0,,
Rodney Yap,2006-07-24,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-07-24,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-07-24,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-07-24,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-07-24,ISI Group,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-07-24,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-07-24,Lehman,,70.0,1400.0,
Rodney Yap,2006-07-24,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-07-24,Morgan Stanley,Henry McVey,65.0,1350.0,
Rodney Yap,2006-07-24,Prudential,Edward Keon,75.0,1410.0,
Rodney Yap,2006-07-24,UBS,,50.0,1400.0,
Rodney Yap,2006-07-24,Wachovia,Rod Smyth,72.0,1350.0,
Muhammad Younis,2006-08-01,Bank of America,Thomas McManus,60.0,,
Muhammad Younis,2006-08-01,Bear Stearns,Francois Trahan,50.0,1200.0,
Muhammad Younis,2006-08-01,CIBC,Subodh Kumar,61.0,1300.0,
Muhammad Younis,2006-08-01,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-08-01,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-08-01,ISI Group,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-08-01,JPMorgan,A. Chakrabortti,55.0,1190.0,
Muhammad Younis,2006-08-01,Lehman,,70.0,1400.0,
Muhammad Younis,2006-08-01,Merrill Lynch,R. Bernstein,50.0,,
Muhammad Younis,2006-08-01,Morgan Stanley,Henry McVey,70.0,1350.0,
Muhammad Younis,2006-08-01,Prudential,Edward Keon,75.0,1410.0,
Muhammad Younis,2006-08-01,UBS,,50.0,1400.0,
Muhammad Younis,2006-08-01,Wachovia,Rod Smyth,72.0,1350.0,
Muhammad Younis,2006-08-07,Bank of America,Thomas McManus,60.0,,
Muhammad Younis,2006-08-07,Bear Stearns,Francois Trahan,50.0,1200.0,
Muhammad Younis,2006-08-07,CIBC,Subodh Kumar,61.0,1300.0,
Muhammad Younis,2006-08-07,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-08-07,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-08-07,ISI Group,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-08-07,JPMorgan,A. Chakrabortti,55.0,1190.0,
Muhammad Younis,2006-08-07,Lehman,,70.0,1400.0,
Muhammad Younis,2006-08-07,Merrill Lynch,R. Bernstein,50.0,,
Muhammad Younis,2006-08-07,Morgan Stanley,Henry McVey,70.0,1350.0,
Muhammad Younis,2006-08-07,Prudential,Edward Keon,75.0,1410.0,
Muhammad Younis,2006-08-07,UBS,,50.0,1400.0,
Muhammad Younis,2006-08-07,Wachovia,Rod Smyth,72.0,1350.0,
Muhammad Younis,2006-08-21,Bank of America,Thomas McManus,55.0,,
Muhammad Younis,2006-08-21,Bear Stearns,Francois Trahan,50.0,1200.0,
Muhammad Younis,2006-08-21,CIBC,Subodh Kumar,61.0,1300.0,
Muhammad Younis,2006-08-21,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-08-21,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-08-21,JPMorgan,A. Chakrabortti,55.0,1190.0,
Muhammad Younis,2006-08-21,Merrill Lynch,R. Bernstein,50.0,,
Muhammad Younis,2006-08-21,Morgan Stanley,Henry McVey,70.0,1350.0,
Muhammad Younis,2006-08-21,Prudential,Edward Keon,80.0,1410.0,
Muhammad Younis,2006-08-21,UBS,,50.0,1400.0,
Muhammad Younis,2006-08-21,Wachovia,Rod Smyth,72.0,1350.0,
Muhammad Younis,2006-09-11,Bank of America,Thomas McManus,55.0,,
Muhammad Younis,2006-09-11,Bear Stearns,Francois Trahan,50.0,1200.0,
Muhammad Younis,2006-09-11,CIBC,Subodh Kumar,61.0,1300.0,
Muhammad Younis,2006-09-11,Citigroup,Committee,60.0,1400.0,
Muhammad Younis,2006-09-11,Goldman Sachs,Abby Cohen,75.0,1400.0,
Muhammad Younis,2006-09-11,JPMorgan,A. Chakrabortti,55.0,1190.0,
Muhammad Younis,2006-09-11,Lehman,,70.0,1400.0,
Muhammad Younis,2006-09-11,Merrill Lynch,R. Bernstein,50.0,,
Muhammad Younis,2006-09-11,Morgan Stanley,Henry McVey,70.0,1350.0,
Muhammad Younis,2006-09-11,Prudential,Edward Keon,80.0,1410.0,
Muhammad Younis,2006-09-11,Strategas,Jason Trennert,75.0,1400.0,
Muhammad Younis,2006-09-11,UBS,,50.0,1450.0,
Muhammad Younis,2006-09-11,Wachovia,Rod Smyth,72.0,1350.0,
Rodney Yap,2006-10-02,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-10-02,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-10-02,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-10-02,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-10-02,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-10-02,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-10-02,Lehman,,70.0,1400.0,
Rodney Yap,2006-10-02,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-10-02,Morgan Stanley,Henry McVey,70.0,1350.0,
Rodney Yap,2006-10-02,Prudential,Edward Keon,90.0,1410.0,
Rodney Yap,2006-10-02,Strategas,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-10-02,UBS,,50.0,1450.0,
Rodney Yap,2006-10-02,Wachovia,Rod Smyth,72.0,1350.0,
Rodney Yap,2006-10-09,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-10-09,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-10-09,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-10-09,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-10-09,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-10-09,JPMorgan,A. Chakrabortti,55.0,1190.0,
Rodney Yap,2006-10-09,Lehman,,70.0,1400.0,
Rodney Yap,2006-10-09,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-10-09,Morgan Stanley,Henry McVey,70.0,1350.0,
Rodney Yap,2006-10-09,Prudential,Edward Keon,90.0,1410.0,
Rodney Yap,2006-10-09,Strategas,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-10-09,UBS,,50.0,1450.0,
Rodney Yap,2006-10-09,Wachovia,Rod Smyth,72.0,1350.0,
Rodney Yap,2006-10-16,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-10-16,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-10-16,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-10-16,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-10-16,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-10-16,JPMorgan,A. Chakrabortti,55.0,1280.0,
Rodney Yap,2006-10-16,Lehman,,70.0,1400.0,
Rodney Yap,2006-10-16,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-10-16,Morgan Stanley,Henry McVey,70.0,1375.0,
Rodney Yap,2006-10-16,Prudential,Edward Keon,90.0,1410.0,
Rodney Yap,2006-10-16,Strategas,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-10-16,UBS,,50.0,1450.0,
Rodney Yap,2006-10-16,Wachovia,Rod Smyth,70.0,1350.0,
Rodney Yap,2006-10-23,Bank of America,Thomas McManus,55.0,,
Rodney Yap,2006-10-23,Bear Stearns,Francois Trahan,50.0,1200.0,
Rodney Yap,2006-10-23,CIBC,Subodh Kumar,61.0,1300.0,
Rodney Yap,2006-10-23,Citigroup,Committee,60.0,1400.0,
Rodney Yap,2006-10-23,Goldman Sachs,Abby Cohen,75.0,1400.0,
Rodney Yap,2006-10-23,JPMorgan,A. Chakrabortti,55.0,1280.0,
Rodney Yap,2006-10-23,Lehman,,70.0,1400.0,
Rodney Yap,2006-10-23,Merrill Lynch,R. Bernstein,50.0,,
Rodney Yap,2006-10-23,Morgan Stanley,Henry McVey,70.0,1375.0,
Rodney Yap,2006-10-23,Prudential,Edward Keon,90.0,1410.0,
Rodney Yap,2006-10-23,Strategas,Jason Trennert,75.0,1400.0,
Rodney Yap,2006-10-23,UBS,,50.0,1450.0,
