,Author,Date,Firm,Strategist,Stock Allocation %,2009 Close,2009 EPS,2010 Close,2010 EPS,Reweighted Allocation
297,Lynn Thomasson,2009-06-02,Bank of America,David Bianco,50.0,,,,,50.0
299,Lynn Thomasson,2009-06-02,Barclays,Barry Knapp,,757.0,41.0,,,
300,Lynn Thomasson,2009-06-02,Citigroup,Tobias Levkovich,,1000.0,51.0,,,
301,Lynn Thomasson,2009-06-02,Credit Suisse,Andrew Garthwaite,61.0,920.0,49.0,,,61.0
302,Lynn Thomasson,2009-06-02,Deutsche Bank,Binky Chadha,60.0,900.0,39.5,,,60.0
303,Lynn Thomasson,2009-06-02,Goldman Sachs,David Kostin,,940.0,40.0,,,
304,Lynn Thomasson,2009-06-02,HSBC,Kevin Gardiner,27.9,900.0,,,,28.0
305,Lynn Thomasson,2009-06-02,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
306,Lynn Thomasson,2009-06-02,Morgan Stanley,Jason Todd,,825.0,40.0,,,
307,Lynn Thomasson,2009-06-02,RBC,Myles Zyblock,50.0,1050.0,55.0,,,50.0
308,Lynn Thomasson,2009-06-02,UBS,,50.0,,51.0,,,57.0
310,Lynn Thomasson,2009-06-08,BMO,Ben Joyce,60.0,1050.0,52.0,,,60.0
309,Lynn Thomasson,2009-06-08,Bank of America,David Bianco,50.0,,,,,50.0
311,Lynn Thomasson,2009-06-08,Barclays,Barry Knapp,,757.0,41.0,,,
312,Lynn Thomasson,2009-06-08,Citigroup,Tobias Levkovich,,1000.0,51.0,,,
313,Lynn Thomasson,2009-06-08,Credit Suisse,Andrew Garthwaite,60.0,920.0,49.0,,,60.0
314,Lynn Thomasson,2009-06-08,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
315,Lynn Thomasson,2009-06-08,Goldman Sachs,David Kostin,,940.0,40.0,,,
316,Lynn Thomasson,2009-06-08,HSBC,Kevin Gardiner,27.9,900.0,,,,28.0
317,Lynn Thomasson,2009-06-08,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
318,Lynn Thomasson,2009-06-08,Morgan Stanley,Jason Todd,,825.0,40.0,,,
319,Lynn Thomasson,2009-06-08,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
320,Lynn Thomasson,2009-06-08,UBS,,50.0,,51.0,,,57.0
322,Lynn Thomasson,2009-06-15,BMO,Ben Joyce,60.0,1050.0,52.0,,,60.0
321,Lynn Thomasson,2009-06-15,Bank of America,David Bianco,50.0,,,,,50.0
323,Lynn Thomasson,2009-06-15,Barclays,Barry Knapp,,757.0,41.0,,,
324,Lynn Thomasson,2009-06-15,Citigroup,Tobias Levkovich,,1000.0,51.0,,,
325,Lynn Thomasson,2009-06-15,Credit Suisse,Andrew Garthwaite,60.0,920.0,49.0,,,60.0
326,Lynn Thomasson,2009-06-15,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
327,Lynn Thomasson,2009-06-15,Goldman Sachs,David Kostin,,940.0,40.0,,,
328,Lynn Thomasson,2009-06-15,HSBC,Kevin Gardiner,29.9,900.0,,,,30.0
329,Lynn Thomasson,2009-06-15,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
330,Lynn Thomasson,2009-06-15,Morgan Stanley,Jason Todd,,825.0,40.0,,,
331,Lynn Thomasson,2009-06-15,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
332,Lynn Thomasson,2009-06-15,UBS,,50.0,,51.0,,,57.0
334,Kayla Carrick,2009-06-22,BMO,Ben Joyce,60.0,1050.0,53.0,,,60.0
333,Kayla Carrick,2009-06-22,Bank of America,David Bianco,50.0,,,,,50.0
335,Kayla Carrick,2009-06-22,Barclays,Barry Knapp,,757.0,41.0,,,
336,Kayla Carrick,2009-06-22,Citigroup,Tobias Levkovich,,1000.0,51.0,,,
337,Kayla Carrick,2009-06-22,Credit Suisse,Andrew Garthwaite,60.0,920.0,49.0,,,60.0
338,Kayla Carrick,2009-06-22,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
339,Kayla Carrick,2009-06-22,Goldman Sachs,David Kostin,,940.0,40.0,,,
340,Kayla Carrick,2009-06-22,HSBC,Kevin Gardiner,29.9,900.0,,,,30.0
341,Kayla Carrick,2009-06-22,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
342,Kayla Carrick,2009-06-22,Morgan Stanley,Jason Todd,,900.0,51.0,,,
343,Kayla Carrick,2009-06-22,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
344,Kayla Carrick,2009-06-22,UBS,,50.0,,51.0,,,57.0
346,Kayla Carrick,2009-06-29,BMO,Ben Joyce,60.0,1050.0,53.0,,,60.0
345,Kayla Carrick,2009-06-29,Bank of America,David Bianco,50.0,,,,,50.0
347,Kayla Carrick,2009-06-29,Barclays,Barry Knapp,,757.0,41.0,,,
348,Kayla Carrick,2009-06-29,Citigroup,Tobias Levkovich,,1000.0,51.0,,,
349,Kayla Carrick,2009-06-29,Credit Suisse,Andrew Garthwaite,60.0,920.0,55.0,,,60.0
350,Kayla Carrick,2009-06-29,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
351,Kayla Carrick,2009-06-29,Goldman Sachs,David Kostin,,940.0,40.0,,,
352,Kayla Carrick,2009-06-29,HSBC,Kevin Gardiner,29.9,900.0,,,,30.0
353,Kayla Carrick,2009-06-29,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
354,Kayla Carrick,2009-06-29,Morgan Stanley,Jason Todd,,900.0,51.0,,,
355,Kayla Carrick,2009-06-29,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
356,Kayla Carrick,2009-06-29,UBS,,50.0,,51.0,,,57.0
358,Lynn Thomasson,2009-07-06,BMO,Ben Joyce,60.0,1050.0,53.0,,,60.0
357,Lynn Thomasson,2009-07-06,Bank of America,David Bianco,50.0,,,,,50.0
359,Lynn Thomasson,2009-07-06,Barclays,Barry Knapp,,757.0,41.0,,,
360,Lynn Thomasson,2009-07-06,Citigroup,Tobias Levkovich,,1000.0,51.0,,,
361,Lynn Thomasson,2009-07-06,Credit Suisse,Andrew Garthwaite,60.0,920.0,55.0,,,60.0
362,Lynn Thomasson,2009-07-06,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
363,Lynn Thomasson,2009-07-06,Goldman Sachs,David Kostin,,940.0,40.0,,,
364,Lynn Thomasson,2009-07-06,HSBC,Kevin Gardiner,29.9,900.0,,,,30.0
365,Lynn Thomasson,2009-07-06,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
366,Lynn Thomasson,2009-07-06,Morgan Stanley,Jason Todd,,900.0,51.0,,,
367,Lynn Thomasson,2009-07-06,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
368,Lynn Thomasson,2009-07-06,UBS,,50.0,,51.0,,,57.0
370,Lynn Thomasson,2009-07-13,BMO,Ben Joyce,60.0,1050.0,53.0,,,60.0
369,Lynn Thomasson,2009-07-13,Bank of America,David Bianco,50.0,,,,,50.0
371,Lynn Thomasson,2009-07-13,Barclays,Barry Knapp,,930.0,41.0,,,
372,Lynn Thomasson,2009-07-13,Citigroup,Tobias Levkovich,,1000.0,51.0,,,
373,Lynn Thomasson,2009-07-13,Credit Suisse,Andrew Garthwaite,60.0,920.0,55.0,,,60.0
374,Lynn Thomasson,2009-07-13,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
375,Lynn Thomasson,2009-07-13,Goldman Sachs,David Kostin,,940.0,40.0,,,
376,Lynn Thomasson,2009-07-13,HSBC,Kevin Gardiner,29.9,900.0,,,,30.0
377,Lynn Thomasson,2009-07-13,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
378,Lynn Thomasson,2009-07-13,Morgan Stanley,Jason Todd,,900.0,51.0,,,
379,Lynn Thomasson,2009-07-13,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
380,Lynn Thomasson,2009-07-13,UBS,,50.0,,51.0,,,57.0
382,Lynn Thomasson,2009-07-24,BMO,Ben Joyce,60.0,1050.0,53.0,,,60.0
381,Lynn Thomasson,2009-07-24,Bank of America,David Bianco,50.0,,,,,50.0
383,Lynn Thomasson,2009-07-24,Barclays,Barry Knapp,,930.0,41.0,,,
384,Lynn Thomasson,2009-07-24,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
385,Lynn Thomasson,2009-07-24,Credit Suisse,Andrew Garthwaite,65.0,1050.0,,,,65.0
386,Lynn Thomasson,2009-07-24,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
387,Lynn Thomasson,2009-07-24,Goldman Sachs,David Kostin,,1060.0,52.0,,,
388,Lynn Thomasson,2009-07-24,HSBC,Robert Parkes,29.9,1020.0,,,,30.0
389,Lynn Thomasson,2009-07-24,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
390,Lynn Thomasson,2009-07-24,Morgan Stanley,Jason Todd,,900.0,51.0,,,
391,Lynn Thomasson,2009-07-24,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
392,Lynn Thomasson,2009-07-24,UBS,,50.0,,51.0,,,57.0
394,Lynn Thomasson,2009-07-27,BMO,Ben Joyce,60.0,1050.0,54.0,,,60.0
393,Lynn Thomasson,2009-07-27,Bank of America,David Bianco,50.0,,,,,50.0
395,Lynn Thomasson,2009-07-27,Barclays,Barry Knapp,,930.0,41.0,,,
396,Lynn Thomasson,2009-07-27,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
397,Lynn Thomasson,2009-07-27,Credit Suisse,Andrew Garthwaite,65.0,1050.0,,,,65.0
398,Lynn Thomasson,2009-07-27,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
399,Lynn Thomasson,2009-07-27,Goldman Sachs,David Kostin,,1060.0,52.0,,,
400,Lynn Thomasson,2009-07-27,HSBC,Robert Parkes,29.9,1020.0,,,,30.0
401,Lynn Thomasson,2009-07-27,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
402,Lynn Thomasson,2009-07-27,Morgan Stanley,Jason Todd,,900.0,51.0,,,
403,Lynn Thomasson,2009-07-27,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
404,Lynn Thomasson,2009-07-27,UBS,,50.0,,51.0,,,57.0
406,Lynn Thomasson,2009-08-03,BMO,Ben Joyce,60.0,1050.0,54.0,,,60.0
405,Lynn Thomasson,2009-08-03,Bank of America,David Bianco,50.0,,,,,50.0
407,Lynn Thomasson,2009-08-03,Barclays,Barry Knapp,,930.0,41.0,,,
408,Lynn Thomasson,2009-08-03,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
409,Lynn Thomasson,2009-08-03,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
410,Lynn Thomasson,2009-08-03,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
411,Lynn Thomasson,2009-08-03,Goldman Sachs,David Kostin,,1060.0,52.0,,,
412,Lynn Thomasson,2009-08-03,HSBC,Robert Parkes,29.9,1020.0,,,,30.0
413,Lynn Thomasson,2009-08-03,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
414,Lynn Thomasson,2009-08-03,Morgan Stanley,Jason Todd,,900.0,51.0,,,
415,Lynn Thomasson,2009-08-03,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
416,Lynn Thomasson,2009-08-03,UBS,,50.0,,51.0,,,57.0
430,Lynn Thomasson,2009-08-10,BMO,Ben Joyce,60.0,1050.0,54.0,,,60.0
429,Lynn Thomasson,2009-08-10,Bank of America,David Bianco,50.0,,59.0,,,50.0
431,Lynn Thomasson,2009-08-10,Barclays,Barry Knapp,,930.0,41.0,,,
432,Lynn Thomasson,2009-08-10,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
433,Lynn Thomasson,2009-08-10,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
434,Lynn Thomasson,2009-08-10,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
435,Lynn Thomasson,2009-08-10,Goldman Sachs,David Kostin,,1060.0,52.0,,,
436,Lynn Thomasson,2009-08-10,HSBC,Robert Parkes,29.9,1020.0,,,,30.0
437,Lynn Thomasson,2009-08-10,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
438,Lynn Thomasson,2009-08-10,Morgan Stanley,Jason Todd,,900.0,51.0,,,
439,Lynn Thomasson,2009-08-10,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
440,Lynn Thomasson,2009-08-10,UBS,,50.0,,51.0,,,57.0
418,Lynn Thomasson,2009-08-12,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
417,Lynn Thomasson,2009-08-12,Bank of America,David Bianco,60.0,,59.0,,,60.0
419,Lynn Thomasson,2009-08-12,Barclays,Barry Knapp,,930.0,41.0,,,
420,Lynn Thomasson,2009-08-12,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
421,Lynn Thomasson,2009-08-12,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
422,Lynn Thomasson,2009-08-12,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
423,Lynn Thomasson,2009-08-12,Goldman Sachs,David Kostin,,1060.0,52.0,,,
424,Lynn Thomasson,2009-08-12,HSBC,Robert Parkes,29.9,1020.0,,,,30.0
425,Lynn Thomasson,2009-08-12,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
426,Lynn Thomasson,2009-08-12,Morgan Stanley,Jason Todd,,900.0,51.0,,,
427,Lynn Thomasson,2009-08-12,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
428,Lynn Thomasson,2009-08-12,UBS,,50.0,,51.0,,,57.0
442,Lynn Thomasson,2009-08-17,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
441,Lynn Thomasson,2009-08-17,Bank of America,David Bianco,60.0,,59.0,,,60.0
443,Lynn Thomasson,2009-08-17,Barclays,Barry Knapp,,930.0,41.0,,,
444,Lynn Thomasson,2009-08-17,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
445,Lynn Thomasson,2009-08-17,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
446,Lynn Thomasson,2009-08-17,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
447,Lynn Thomasson,2009-08-17,Goldman Sachs,David Kostin,,1060.0,52.0,,,
448,Lynn Thomasson,2009-08-17,HSBC,Robert Parkes,29.9,1020.0,,,,30.0
449,Lynn Thomasson,2009-08-17,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
450,Lynn Thomasson,2009-08-17,Morgan Stanley,Jason Todd,,900.0,51.0,,,
451,Lynn Thomasson,2009-08-17,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
452,Lynn Thomasson,2009-08-17,UBS,Jonathan Golub,50.0,,,,,57.0
454,Lynn Thomasson,2009-08-24,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
453,Lynn Thomasson,2009-08-24,Bank of America,David Bianco,60.0,,59.0,,,60.0
455,Lynn Thomasson,2009-08-24,Barclays,Barry Knapp,,930.0,41.0,,,
456,Lynn Thomasson,2009-08-24,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
457,Lynn Thomasson,2009-08-24,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
458,Lynn Thomasson,2009-08-24,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
459,Lynn Thomasson,2009-08-24,Goldman Sachs,David Kostin,,1060.0,52.0,,,
460,Lynn Thomasson,2009-08-24,HSBC,Robert Parkes,29.9,1020.0,,,,30.0
461,Lynn Thomasson,2009-08-24,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
462,Lynn Thomasson,2009-08-24,Morgan Stanley,Jason Todd,,900.0,51.0,,,
463,Lynn Thomasson,2009-08-24,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
464,Lynn Thomasson,2009-08-24,UBS,Jonathan Golub,50.0,,,,,57.0
466,Lynn Thomasson,2009-08-31,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
465,Lynn Thomasson,2009-08-31,Bank of America,David Bianco,60.0,,59.0,,,60.0
467,Lynn Thomasson,2009-08-31,Barclays,Barry Knapp,,930.0,50.0,,,
468,Lynn Thomasson,2009-08-31,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
469,Lynn Thomasson,2009-08-31,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
470,Lynn Thomasson,2009-08-31,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
471,Lynn Thomasson,2009-08-31,Goldman Sachs,David Kostin,,1060.0,52.0,,,
472,Lynn Thomasson,2009-08-31,HSBC,Robert Parkes,33.9,1020.0,,,,34.0
473,Lynn Thomasson,2009-08-31,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
474,Lynn Thomasson,2009-08-31,Morgan Stanley,Jason Todd,,900.0,51.0,,,
475,Lynn Thomasson,2009-08-31,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
476,Lynn Thomasson,2009-08-31,UBS,Jonathan Golub,50.0,,,,,57.0
478,Lynn Thomasson,2009-09-01,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
477,Lynn Thomasson,2009-09-01,Bank of America,David Bianco,60.0,,59.0,,,60.0
479,Lynn Thomasson,2009-09-01,Barclays,Barry Knapp,,930.0,50.0,,,
480,Lynn Thomasson,2009-09-01,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
481,Lynn Thomasson,2009-09-01,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
482,Lynn Thomasson,2009-09-01,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
483,Lynn Thomasson,2009-09-01,Goldman Sachs,David Kostin,,1060.0,52.0,,,
484,Lynn Thomasson,2009-09-01,HSBC,Robert Parkes,33.9,1020.0,,,,34.0
485,Lynn Thomasson,2009-09-01,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
486,Lynn Thomasson,2009-09-01,Morgan Stanley,Jason Todd,,900.0,51.0,,,
487,Lynn Thomasson,2009-09-01,RBC,Myles Zyblock,60.0,1050.0,58.0,,,60.0
488,Lynn Thomasson,2009-09-01,UBS,Jonathan Golub,50.0,,,,,57.0
490,Lynn Thomasson,2009-09-14,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
489,Lynn Thomasson,2009-09-14,Bank of America,David Bianco,60.0,,60.0,,,60.0
491,Lynn Thomasson,2009-09-14,Barclays,Barry Knapp,,930.0,50.0,,,
492,Lynn Thomasson,2009-09-14,Citigroup,Tobias Levkovich,,1000.0,56.0,,,
493,Lynn Thomasson,2009-09-14,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
494,Lynn Thomasson,2009-09-14,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
495,Lynn Thomasson,2009-09-14,Goldman Sachs,David Kostin,,1060.0,52.0,,,
496,Lynn Thomasson,2009-09-14,HSBC,Robert Parkes,33.9,1020.0,,,,34.0
497,Lynn Thomasson,2009-09-14,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
498,Lynn Thomasson,2009-09-14,Morgan Stanley,Jason Todd,,900.0,51.0,,,
499,Lynn Thomasson,2009-09-14,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
500,Lynn Thomasson,2009-09-14,UBS,Jonathan Golub,54.0,,,,,62.0
502,Lynn Thomasson,2009-09-18,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
501,Lynn Thomasson,2009-09-18,Bank of America,David Bianco,60.0,,60.0,,,60.0
503,Lynn Thomasson,2009-09-18,Barclays,Barry Knapp,,930.0,50.0,,,
504,Lynn Thomasson,2009-09-18,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
505,Lynn Thomasson,2009-09-18,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
506,Lynn Thomasson,2009-09-18,Deutsche Bank,Binky Chadha,60.0,1060.0,48.8,,,60.0
507,Lynn Thomasson,2009-09-18,Goldman Sachs,David Kostin,,1060.0,52.0,,,
508,Lynn Thomasson,2009-09-18,HSBC,Robert Parkes,33.9,1020.0,,,,34.0
509,Lynn Thomasson,2009-09-18,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
510,Lynn Thomasson,2009-09-18,Morgan Stanley,Jason Todd,,900.0,51.0,,,
511,Lynn Thomasson,2009-09-18,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
512,Lynn Thomasson,2009-09-18,UBS,Jonathan Golub,54.0,,,,,62.0
514,Mary Childs,2009-09-21,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
513,Mary Childs,2009-09-21,Bank of America,David Bianco,60.0,,60.0,,,60.0
515,Mary Childs,2009-09-21,Barclays,Barry Knapp,,930.0,50.0,,,
516,Mary Childs,2009-09-21,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
517,Mary Childs,2009-09-21,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
518,Mary Childs,2009-09-21,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
519,Mary Childs,2009-09-21,Goldman Sachs,David Kostin,,1060.0,52.0,,,
520,Mary Childs,2009-09-21,HSBC,Robert Parkes,33.9,1020.0,,,,34.0
521,Mary Childs,2009-09-21,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
522,Mary Childs,2009-09-21,Morgan Stanley,Jason Todd,,900.0,51.0,,,
523,Mary Childs,2009-09-21,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
524,Mary Childs,2009-09-21,UBS,Jonathan Golub,54.0,,,,,62.0
551,Sarah Jones,2009-09-24,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
550,Sarah Jones,2009-09-24,Bank of America,David Bianco,60.0,,60.0,,,60.0
552,Sarah Jones,2009-09-24,Barclays,Barry Knapp,,930.0,50.0,,,
553,Sarah Jones,2009-09-24,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
554,Sarah Jones,2009-09-24,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
555,Sarah Jones,2009-09-24,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
556,Sarah Jones,2009-09-24,Goldman Sachs,David Kostin,,1060.0,52.0,,,
557,Sarah Jones,2009-09-24,HSBC,Robert Parkes,33.9,1020.0,,,,34.0
558,Sarah Jones,2009-09-24,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
559,Sarah Jones,2009-09-24,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
560,Sarah Jones,2009-09-24,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
561,Sarah Jones,2009-09-24,UBS,Jonathan Golub,54.0,,,,,62.0
563,Mary Childs,2009-09-28,BMO,Ben Joyce,60.0,1050.0,56.0,,,60.0
562,Mary Childs,2009-09-28,Bank of America,David Bianco,60.0,,60.0,,,60.0
564,Mary Childs,2009-09-28,Barclays,Barry Knapp,,930.0,50.0,,,
565,Mary Childs,2009-09-28,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
566,Mary Childs,2009-09-28,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
567,Mary Childs,2009-09-28,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
568,Mary Childs,2009-09-28,Goldman Sachs,David Kostin,,1060.0,52.0,,,
569,Mary Childs,2009-09-28,HSBC,Robert Parkes,35.9,1020.0,,,,36.0
570,Mary Childs,2009-09-28,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
571,Mary Childs,2009-09-28,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
572,Mary Childs,2009-09-28,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
573,Mary Childs,2009-09-28,UBS,Jonathan Golub,54.0,,,,,62.0
575,Mary Childs,2009-09-29,BMO,Ben Joyce,62.0,1050.0,56.5,,,62.0
574,Mary Childs,2009-09-29,Bank of America,David Bianco,60.0,,61.5,,,60.0
576,Mary Childs,2009-09-29,Barclays,Barry Knapp,,930.0,50.0,,,
577,Mary Childs,2009-09-29,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
578,Mary Childs,2009-09-29,Credit Suisse,Andrew Garthwaite,65.0,1050.0,59.0,,,65.0
579,Mary Childs,2009-09-29,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
580,Mary Childs,2009-09-29,Goldman Sachs,David Kostin,,1060.0,52.0,,,
581,Mary Childs,2009-09-29,HSBC,Robert Parkes,35.9,1020.0,,,,36.0
582,Mary Childs,2009-09-29,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
583,Mary Childs,2009-09-29,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
584,Mary Childs,2009-09-29,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
585,Mary Childs,2009-09-29,UBS,Jonathan Golub,54.0,,,,,62.0
587,Mary Childs,2009-10-05,BMO,Ben Joyce,62.0,1050.0,56.5,,,62.0
586,Mary Childs,2009-10-05,Bank of America,David Bianco,60.0,,61.5,,,60.0
588,Mary Childs,2009-10-05,Barclays,Barry Knapp,,930.0,50.0,,,
589,Mary Childs,2009-10-05,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
590,Mary Childs,2009-10-05,Credit Suisse,Andrew Garthwaite,65.0,1100.0,59.0,,,65.0
591,Mary Childs,2009-10-05,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
592,Mary Childs,2009-10-05,Goldman Sachs,David Kostin,,1060.0,52.0,,,
593,Mary Childs,2009-10-05,HSBC,Robert Parkes,30.9,1020.0,,,,31.0
594,Mary Childs,2009-10-05,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
595,Mary Childs,2009-10-05,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
596,Mary Childs,2009-10-05,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
597,Mary Childs,2009-10-05,UBS,Jonathan Golub,54.0,,,,,62.0
599,Mary Childs,2009-10-13,BMO,Ben Joyce,62.0,1050.0,56.5,,,62.0
598,Mary Childs,2009-10-13,Bank of America,David Bianco,60.0,,61.5,,,60.0
600,Mary Childs,2009-10-13,Barclays,Barry Knapp,,930.0,50.0,,,
601,Mary Childs,2009-10-13,Citigroup,Tobias Levkovich,,1000.0,60.0,,,
602,Mary Childs,2009-10-13,Credit Suisse,Andrew Garthwaite,65.0,1100.0,59.0,,,65.0
603,Mary Childs,2009-10-13,Deutsche Bank,Binky Chadha,60.0,1060.0,54.3,,,60.0
604,Mary Childs,2009-10-13,Goldman Sachs,David Kostin,,1060.0,52.0,,,
605,Mary Childs,2009-10-13,HSBC,Robert Parkes,30.9,1100.0,,,,31.0
606,Mary Childs,2009-10-13,JPMorgan,Thomas Lee,60.0,1100.0,57.0,,,60.0
607,Mary Childs,2009-10-13,Morgan Stanley,Jason Todd,,1050.0,55.0,,,
608,Mary Childs,2009-10-13,RBC,Myles Zyblock,60.0,1050.0,60.0,,,60.0
609,Mary Childs,2009-10-13,UBS,Jonathan Golub,54.0,,,,,62.0
611,Mary Childs,2009-10-26,BMO,Ben Joyce,62.0,1050.0,57.25,,,62.0
610,Mary Childs,2009-10-26,Bank of America,David Bianco,60.0,,61.5,,,60.0
612,Mary Childs,2009-10-26,Barclays,Barry Knapp,,930.0,50.0,,,
