Author,Date,Firm,Strategist,Stock Allocation %,2007 Close,2008 Close
Phillip Cruz,2007-12-17,Bear Stearns,Jonathan Golub,,1700.0,
Phillip Cruz,2007-12-17,Citigroup,Committee,60.0,1600.0,1675.0
Phillip Cruz,2007-12-17,Credit Suisse,,64.0,1575.0,
Phillip Cruz,2007-12-17,Deutsche Bank,Binky Chadha,60.0,1610.0,
Phillip Cruz,2007-12-17,Goldman Sachs,Abby Cohen,75.0,1600.0,1675.0
Phillip Cruz,2007-12-17,HSBC,Kevin Gardiner,56.2,1600.0,1700.0
Phillip Cruz,2007-12-17,JPMorgan,Adam Morris,60.0,1515.0,1590.0
Phillip Cruz,2007-12-17,Lehman,Ian Scott,72.0,1520.0,1630.0
Phillip Cruz,2007-12-17,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2007-12-17,Morgan Stanley,A. Chakrabortti,,1525.0,
Phillip Cruz,2007-12-17,Strategas,Jason Trennert,75.0,1600.0,1680.0
Phillip Cruz,2007-12-17,UBS,,51.0,,
Phillip Cruz,2007-12-17,Wachovia,Rod Smyth,68.0,1550.0,1590.0
Phillip Cruz,2007-12-24,Bank of America,Thomas McManus,60.0,1625.0,
Phillip Cruz,2007-12-24,Bear Stearns,Jonathan Golub,,1700.0,
Phillip Cruz,2007-12-24,Citigroup,Committee,60.0,1600.0,1675.0
Phillip Cruz,2007-12-24,Credit Suisse,,64.0,1575.0,1650.0
Phillip Cruz,2007-12-24,Deutsche Bank,Binky Chadha,60.0,1610.0,
Phillip Cruz,2007-12-24,Goldman Sachs,Abby Cohen,75.0,1600.0,1675.0
Phillip Cruz,2007-12-24,HSBC,Kevin Gardiner,56.2,1600.0,1700.0
Phillip Cruz,2007-12-24,JPMorgan,Adam Morris,60.0,1515.0,1590.0
Phillip Cruz,2007-12-24,Lehman,Ian Scott,72.0,1520.0,1630.0
Phillip Cruz,2007-12-24,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2007-12-24,Morgan Stanley,A. Chakrabortti,46.0,1525.0,
Phillip Cruz,2007-12-24,Strategas,Jason Trennert,75.0,1600.0,1680.0
Phillip Cruz,2007-12-24,UBS,,51.0,,
Phillip Cruz,2007-12-24,Wachovia,Rod Smyth,68.0,1550.0,1590.0
