Author,Date,Firm,Strategist,Stock Allocation %,2008 Close,2009 Close
Phillip Cruz,2008-03-03,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-03-03,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-03-03,Morgan Stanley,A. Chakrabortti,46.0,1500.0,
Phillip Cruz,2008-03-03,Strategas,Jason Trennert,65.0,1640.0,
Phillip Cruz,2008-03-03,UBS,,50.5,,
Phillip Cruz,2008-03-03,Wachovia,Rod Smyth,64.0,1590.0,
Phillip Cruz,2008-03-10,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-03-10,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-03-10,Credit Suisse,,64.0,1570.0,
Phillip Cruz,2008-03-10,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-03-10,Goldman Sachs,Abby Cohen,75.0,1675.0,
Phillip Cruz,2008-03-10,HSBC,Kevin Gardiner,56.3,1600.0,
Phillip Cruz,2008-03-10,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-03-10,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-03-10,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-03-10,Morgan Stanley,A. Chakrabortti,46.0,1500.0,
Phillip Cruz,2008-03-10,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-03-10,UBS,,50.5,,
Phillip Cruz,2008-03-10,Wachovia,Rod Smyth,64.0,1590.0,
Phillip Cruz,2008-03-17,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-03-17,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-03-17,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-03-17,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-03-17,Gallatin Asset,Mark Keller,60.0,1600.0,
Phillip Cruz,2008-03-17,Goldman Sachs,David Kostin,75.0,1380.0,
Phillip Cruz,2008-03-17,HSBC,Kevin Gardiner,53.3,1600.0,
Phillip Cruz,2008-03-17,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-03-17,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-03-17,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-03-17,Morgan Stanley,A. Chakrabortti,46.0,1500.0,
Phillip Cruz,2008-03-17,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-03-17,UBS,,50.5,,
Phillip Cruz,2008-03-17,Wachovia,Rod Smyth,64.0,1590.0,
Phillip Cruz,2008-03-24,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-03-24,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-03-24,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-03-24,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-03-24,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-03-24,HSBC,Kevin Gardiner,53.3,1600.0,
Phillip Cruz,2008-03-24,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-03-24,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-03-24,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-03-24,Morgan Stanley,A. Chakrabortti,46.0,1500.0,
Phillip Cruz,2008-03-24,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-03-24,UBS,,50.5,,
Phillip Cruz,2008-03-24,Wachovia,Rod Smyth,64.0,1590.0,
Phillip Cruz,2008-03-31,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-03-31,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-03-31,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-03-31,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-03-31,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-03-31,HSBC,Kevin Gardiner,52.0,1600.0,
Phillip Cruz,2008-03-31,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-03-31,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-03-31,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-03-31,Morgan Stanley,A. Chakrabortti,46.0,1500.0,
Phillip Cruz,2008-03-31,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-03-31,UBS,,50.5,,
Phillip Cruz,2008-03-31,Wachovia,Rod Smyth,64.0,1590.0,
Phillip Cruz,2008-04-07,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-04-07,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-04-07,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-04-07,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-04-07,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-04-07,HSBC,Kevin Gardiner,57.0,1450.0,
Phillip Cruz,2008-04-07,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-04-07,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-04-07,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-04-07,Morgan Stanley,A. Chakrabortti,46.0,1500.0,
Phillip Cruz,2008-04-07,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-04-07,UBS,,50.5,,
Phillip Cruz,2008-04-07,Wachovia,,64.0,1590.0,
Phillip Cruz,2008-04-14,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-04-14,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-04-14,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-04-14,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-04-14,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-04-14,HSBC,Kevin Gardiner,57.0,1450.0,
Phillip Cruz,2008-04-14,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-04-14,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-04-14,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-04-14,Morgan Stanley,A. Chakrabortti,46.0,1400.0,
Phillip Cruz,2008-04-14,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-04-14,UBS,,50.5,,
Phillip Cruz,2008-04-14,Wachovia,,64.0,1590.0,
Phillip Cruz,2008-04-28,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-04-28,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-04-28,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-04-28,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-04-28,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-04-28,HSBC,Kevin Gardiner,57.0,1450.0,
Phillip Cruz,2008-04-28,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-04-28,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-04-28,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-04-28,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-04-28,UBS,,50.5,,
Phillip Cruz,2008-04-28,Wachovia,,64.0,1590.0,
Phillip Cruz,2008-05-05,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-05-05,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-05-05,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-05-05,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-05-05,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-05-05,HSBC,Kevin Gardiner,57.0,1450.0,
Phillip Cruz,2008-05-05,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-05-05,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-05-05,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-05-05,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-05-05,UBS,,50.5,,
Phillip Cruz,2008-05-05,Wachovia,,64.0,1590.0,
Phillip Cruz,2008-05-12,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-05-12,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-05-12,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-05-12,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-05-12,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-05-12,HSBC,Kevin Gardiner,59.5,1450.0,
Phillip Cruz,2008-05-12,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-05-12,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-05-12,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-05-12,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-05-12,UBS,,50.5,,
Phillip Cruz,2008-05-12,Wachovia,,64.0,1590.0,
Phillip Cruz,2008-05-27,Bear Stearns,Jonathan Golub,70.0,1550.0,
Phillip Cruz,2008-05-27,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-05-27,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-05-27,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-05-27,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-05-27,HSBC,Kevin Gardiner,59.5,1450.0,
Phillip Cruz,2008-05-27,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-05-27,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-05-27,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-05-27,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-05-27,UBS,,50.5,,
Phillip Cruz,2008-05-27,Wachovia,Bill O'Grady,64.0,1590.0,
Phillip Cruz,2008-06-02,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-06-02,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-06-02,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-06-02,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-06-02,HSBC,Kevin Gardiner,59.5,1450.0,
Phillip Cruz,2008-06-02,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-06-02,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-06-02,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-06-02,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-06-02,UBS,,50.5,,
Phillip Cruz,2008-06-02,Wachovia,Bill O'Grady,64.0,1590.0,
Phillip Cruz,2008-06-09,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-06-09,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-06-09,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-06-09,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-06-09,HSBC,Kevin Gardiner,59.5,1450.0,
Phillip Cruz,2008-06-09,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-06-09,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-06-09,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-06-09,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-06-09,UBS,,50.5,,
Phillip Cruz,2008-06-09,Wachovia,Bill O'Grady,64.0,1590.0,
Phillip Cruz,2008-06-16,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-06-16,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-06-16,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-06-16,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-06-16,HSBC,Kevin Gardiner,54.5,1450.0,
Phillip Cruz,2008-06-16,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-06-16,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-06-16,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-06-16,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-06-16,UBS,,50.5,,
Phillip Cruz,2008-06-16,Wachovia,Bill O'Grady,64.0,1590.0,
Phillip Cruz,2008-06-23,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-06-23,Credit Suisse,,60.0,1350.0,
Phillip Cruz,2008-06-23,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-06-23,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-06-23,HSBC,Kevin Gardiner,54.5,1450.0,
Phillip Cruz,2008-06-23,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-06-23,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-06-23,Merrill Lynch,R. Bernstein,50.0,,
Phillip Cruz,2008-06-23,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-06-23,UBS,,50.5,,
Phillip Cruz,2008-06-23,Wachovia,Bill O'Grady,64.0,1590.0,
Phillip Cruz,2008-07-07,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-07-07,Credit Suisse,,60.0,1300.0,
Phillip Cruz,2008-07-07,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-07-07,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-07-07,HSBC,Kevin Gardiner,47.0,1375.0,
Phillip Cruz,2008-07-07,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-07-07,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-07-07,Merrill Lynch,R. Bernstein,50.0,1400.0,
Phillip Cruz,2008-07-07,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-07-07,UBS,,50.5,1650.0,
Phillip Cruz,2008-07-07,Wachovia,Bill O'Grady,64.0,1590.0,
Phillip Cruz,2008-07-14,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-07-14,Credit Suisse,,60.0,1300.0,
Phillip Cruz,2008-07-14,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-07-14,Goldman Sachs,David Kostin,,1380.0,
Phillip Cruz,2008-07-14,HSBC,Kevin Gardiner,47.0,1400.0,
Phillip Cruz,2008-07-14,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-07-14,Lehman,Ian Scott,72.0,1630.0,
Phillip Cruz,2008-07-14,Merrill Lynch,R. Bernstein,50.0,1400.0,
Phillip Cruz,2008-07-14,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-07-14,UBS,,50.5,1650.0,
Phillip Cruz,2008-07-14,Wachovia,Bill O'Grady,65.0,1590.0,
Phillip Cruz,2008-07-21,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-07-21,Credit Suisse,,60.0,1300.0,
Phillip Cruz,2008-07-21,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-07-21,Goldman Sachs,David Kostin,,1400.0,
Phillip Cruz,2008-07-21,HSBC,Kevin Gardiner,47.0,1375.0,
Phillip Cruz,2008-07-21,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-07-21,Lehman,Ian Scott,72.0,1450.0,
Phillip Cruz,2008-07-21,Merrill Lynch,R. Bernstein,50.0,1400.0,
Phillip Cruz,2008-07-21,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-07-21,UBS,,50.5,1650.0,
Phillip Cruz,2008-07-21,Wachovia,Bill O'Grady,65.0,,
Phillip Cruz,2008-07-28,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-07-28,Credit Suisse,,60.0,1300.0,
Phillip Cruz,2008-07-28,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-07-28,Goldman Sachs,David Kostin,,1400.0,
Phillip Cruz,2008-07-28,HSBC,Kevin Gardiner,47.0,1375.0,
Phillip Cruz,2008-07-28,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-07-28,Lehman,Ian Scott,72.0,1450.0,
Phillip Cruz,2008-07-28,Merrill Lynch,R. Bernstein,50.0,1400.0,
Phillip Cruz,2008-07-28,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-07-28,UBS,,50.5,1650.0,
Phillip Cruz,2008-07-28,Wachovia,Bill O'Grady,65.0,1435.0,
Phillip Cruz,2008-08-04,Citigroup,Committee,49.5,1550.0,
Phillip Cruz,2008-08-04,Credit Suisse,,60.0,1300.0,
Phillip Cruz,2008-08-04,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-08-04,Goldman Sachs,David Kostin,,1400.0,
Phillip Cruz,2008-08-04,HSBC,Kevin Gardiner,50.0,1375.0,
Phillip Cruz,2008-08-04,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-08-04,Lehman,Ian Scott,72.0,1450.0,
Phillip Cruz,2008-08-04,Merrill Lynch,R. Bernstein,50.0,1400.0,
Phillip Cruz,2008-08-04,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-08-04,UBS,,50.5,1650.0,
Phillip Cruz,2008-08-04,Wachovia,Bill O'Grady,65.0,1435.0,
Phillip Cruz,2008-08-11,Citigroup,Committee,60.0,1550.0,
Phillip Cruz,2008-08-11,Credit Suisse,,60.0,1300.0,
Phillip Cruz,2008-08-11,Deutsche Bank,Binky Chadha,60.0,1650.0,
Phillip Cruz,2008-08-11,Goldman Sachs,David Kostin,,1400.0,
Phillip Cruz,2008-08-11,HSBC,Kevin Gardiner,50.0,1375.0,
Phillip Cruz,2008-08-11,JPMorgan,Thomas Lee,60.0,1450.0,
Phillip Cruz,2008-08-11,Lehman,Ian Scott,72.0,1450.0,
Phillip Cruz,2008-08-11,Merrill Lynch,R. Bernstein,50.0,1380.0,
Phillip Cruz,2008-08-11,Strategas,Jason Trennert,65.0,1480.0,
Phillip Cruz,2008-08-11,UBS,,50.5,1650.0,
Phillip Cruz,2008-08-11,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-08-18,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-08-18,Credit Suisse,,60.0,1300.0,
Stephanie Luke,2008-08-18,Deutsche Bank,Binky Chadha,60.0,1650.0,
Stephanie Luke,2008-08-18,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-08-18,HSBC,Kevin Gardiner,48.0,1375.0,
Stephanie Luke,2008-08-18,JPMorgan,Thomas Lee,60.0,1450.0,
Stephanie Luke,2008-08-18,Lehman,Ian Scott,72.0,1450.0,
Stephanie Luke,2008-08-18,Merrill Lynch,R. Bernstein,50.0,1380.0,
Stephanie Luke,2008-08-18,Strategas,Jason Trennert,65.0,1480.0,
Stephanie Luke,2008-08-18,UBS,,50.5,1650.0,
Stephanie Luke,2008-08-18,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-08-25,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-08-25,Credit Suisse,,60.0,1300.0,
Stephanie Luke,2008-08-25,Deutsche Bank,Binky Chadha,60.0,1650.0,
Stephanie Luke,2008-08-25,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-08-25,HSBC,Kevin Gardiner,48.0,1375.0,
Stephanie Luke,2008-08-25,JPMorgan,Thomas Lee,60.0,1450.0,
Stephanie Luke,2008-08-25,Lehman,Ian Scott,72.0,1450.0,
Stephanie Luke,2008-08-25,Merrill Lynch,R. Bernstein,50.0,1380.0,
Stephanie Luke,2008-08-25,Strategas,Jason Trennert,65.0,1480.0,
Stephanie Luke,2008-08-25,UBS,,50.5,1550.0,
Stephanie Luke,2008-08-25,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-09-08,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-09-08,Credit Suisse,Andrew Garthwaite,60.0,1300.0,
Stephanie Luke,2008-09-08,Deutsche Bank,Binky Chadha,60.0,1650.0,
Stephanie Luke,2008-09-08,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-09-08,HSBC,Kevin Gardiner,48.0,1375.0,
Stephanie Luke,2008-09-08,JPMorgan,Thomas Lee,60.0,1375.0,
Stephanie Luke,2008-09-08,Lehman,Ian Scott,72.0,1450.0,
Stephanie Luke,2008-09-08,Merrill Lynch,R. Bernstein,50.0,1360.0,
Stephanie Luke,2008-09-08,Strategas,Jason Trennert,65.0,1480.0,
Stephanie Luke,2008-09-08,UBS,,50.5,1550.0,
Stephanie Luke,2008-09-08,Wachovia,Bill O'Grady,65.0,1435.0,
Stephanie Luke,2008-09-15,Citigroup,Committee,60.0,1475.0,
Stephanie Luke,2008-09-15,Credit Suisse,Andrew Garthwaite,60.0,1300.0,
Stephanie Luke,2008-09-15,Deutsche Bank,Binky Chadha,60.0,1650.0,
Stephanie Luke,2008-09-15,Goldman Sachs,David Kostin,,1400.0,
Stephanie Luke,2008-09-15,HSBC,Kevin Gardiner,51.0,1375.0,
Stephanie Luke,2008-09-15,JPMorgan,Thomas Lee,60.0,1375.0,
Stephanie Luke,2008-09-15,Lehman,Ian Scott,72.0,1450.0,
